Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,7.319124221801758,7.358397006988525,7.270925045013428,7.345901012420654,3.9346354007720947,104121369
1996-01-02,7.328050136566162,7.363752841949463,7.235221862792969,7.28877592086792,3.9040396213531494,168743308
1996-01-03,7.40838098526001,7.74577522277832,7.328050136566162,7.3441162109375,3.9336795806884766,209323879
1996-01-04,7.2744951248168945,7.297701835632324,7.178096771240234,7.276279926300049,3.897345781326294,216900264
1996-01-05,7.24771785736084,7.24771785736084,7.163815975189209,7.2262959480285645,3.870572328567505,166708467
1996-01-08,7.212015151977539,7.21737003326416,6.865694999694824,6.937100887298584,3.7156734466552734,186974245
1996-01-09,6.731809139251709,6.854983806610107,6.506879806518555,6.73716402053833,3.60858154296875,388766555
1996-01-10,6.605062961578369,6.763940811157227,6.533657073974609,6.564003944396973,3.5158329010009766,276606655
1996-01-11,6.49795389175415,6.8014302253723145,6.489027976989746,6.769297122955322,3.62579345703125,409645726
1996-01-12,6.819281101226807,6.871050834655762,6.653262138366699,6.6978912353515625,3.5875468254089355,374687924
1996-01-15,6.678254127502441,6.712172031402588,6.590782165527344,6.628270149230957,3.5502560138702393,199981539
1996-01-16,6.605062961578369,6.676468849182129,6.583641052246094,6.640766143798828,3.5569493770599365,217247573
1996-01-17,6.605062961578369,6.613988876342773,6.321224212646484,6.37656307220459,3.415435791015625,299629901
1996-01-18,6.214115142822266,6.315867900848389,6.133782863616943,6.199832916259766,3.3207755088806152,377502810
1996-01-19,6.1141462326049805,6.190907955169678,6.0498809814453125,6.090939044952393,3.262449026107788,324535340
1996-01-22,6.110576152801514,6.274809837341309,6.105219841003418,6.1944780349731445,3.3179070949554443,338613971
1996-01-23,6.21589994430542,6.242677211761475,5.605378150939941,5.932061195373535,3.1773505210876465,354919302
1996-01-24,5.880290985107422,5.915994167327881,5.641080856323242,5.72855281829834,3.0683465003967285,351185727
1996-01-25,5.716056823730469,5.741048812866211,5.453639984130859,5.487557888031006,2.9392642974853516,360855771
1996-01-26,5.487557888031006,5.487557888031006,5.487557888031006,5.487557888031006,2.9392642974853516,0
1996-01-29,5.462564945220947,5.971333980560303,5.428647994995117,5.9195637702941895,3.1706557273864746,652902286
1996-01-30,6.105219841003418,6.747875213623047,6.015963077545166,6.451539993286133,3.4555957317352295,1061936020
1996-01-31,6.390844821929932,6.631840229034424,6.149848937988281,6.310513019561768,3.3800578117370605,731560842
1996-02-01,6.248032093048096,6.605062961578369,6.2301812171936035,6.564003944396973,3.5158329010009766,640422958
1996-02-02,6.738948822021484,7.354826927185059,6.738948822021484,7.276279926300049,3.897345781326294,818725675
1996-02-05,7.676154136657715,8.040325164794922,7.4458699226379395,7.881446838378906,4.2214860916137695,1222482548
1996-02-06,8.070672988891602,8.211700439453125,7.0549211502075195,7.220940113067627,3.8677031993865967,1242315590
1996-02-07,6.821065902709961,7.426232814788818,6.749660015106201,7.354826927185059,3.9394166469573975,895441820
