Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,0.5625,0.5625,0.5625,0.5625,0.40499216318130493,39999
1996-01-02,0.518750011920929,0.518750011920929,0.518750011920929,0.518750011920929,0.3734927475452423,79999
1996-01-03,0.5375000238418579,0.5375000238418579,0.5375000238418579,0.5375000238418579,0.38699233531951904,39999
1996-01-04,0.5375000238418579,0.5375000238418579,0.5375000238418579,0.5375000238418579,0.38699233531951904,239999
1996-01-05,0.5375000238418579,0.5375000238418579,0.5375000238418579,0.5375000238418579,0.38699233531951904,0
1996-01-08,0.5375000238418579,0.5375000238418579,0.5375000238418579,0.5375000238418579,0.38699233531951904,0
1996-01-09,0.5412499904632568,0.5412499904632568,0.5375000238418579,0.5375000238418579,0.38699233531951904,79999
1996-01-10,0.5375000238418579,0.5382500290870667,0.5375000238418579,0.5382500290870667,0.38753244280815125,119999
1996-01-11,0.5382500290870667,0.543749988079071,0.5325000286102295,0.5375000238418579,0.38699233531951904,159999
1996-01-12,0.5375000238418579,0.5375000238418579,0.5375000238418579,0.5375000238418579,0.38699233531951904,39999
1996-01-15,0.5375000238418579,0.5375000238418579,0.5375000238418579,0.5375000238418579,0.38699233531951904,0
1996-01-16,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.3779926598072052,39999
1996-01-17,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.3779926598072052,0
1996-01-18,0.5249999761581421,0.5350000262260437,0.5350000262260437,0.5350000262260437,0.3851925730705261,39999
1996-01-19,0.5274999737739563,0.5274999737739563,0.5249999761581421,0.5249999761581421,0.3779926598072052,79999
1996-01-22,0.5150619745254517,0.5350000262260437,0.5150619745254517,0.5350000262260437,0.3851925730705261,199999
1996-01-23,0.5350000262260437,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.3779926598072052,159999
1996-01-24,0.5237500071525574,0.5249999761581421,0.5237500071525574,0.5249999761581421,0.3779926598072052,79999
1996-01-25,0.5243750214576721,0.5256249904632568,0.518750011920929,0.5249999761581421,0.3779926598072052,1239999
1996-01-26,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.3779926598072052,0
1996-01-29,0.518750011920929,0.5256249904632568,0.518750011920929,0.5249999761581421,0.3779926598072052,879999
1996-01-30,0.5249999761581421,0.5249369740486145,0.5000619888305664,0.5206869840621948,0.3748873174190521,239999
1996-01-31,0.5206869840621948,0.5206869840621948,0.5206869840621948,0.5206869840621948,0.3748873174190521,0
1996-02-01,0.5206869840621948,0.5206869840621948,0.5206869840621948,0.5206869840621948,0.3748873174190521,0
1996-02-02,0.53125,0.5375000238418579,0.53125,0.5375000238418579,0.38699233531951904,79999
1996-02-05,0.5375000238418579,0.5375000238418579,0.5375000238418579,0.5375000238418579,0.38699233531951904,0
1996-02-06,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.3779926598072052,159999
1996-02-07,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.3779926598072052,0
1996-02-08,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.3779926598072052,0
1996-02-09,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.5249999761581421,0.3779926598072052,0
1996-02-12,0.5373749732971191,0.5373749732971191,0.5373749732971191,0.5373749732971191,0.38690248131752014,79999
1996-02-13,0.5373749732971191,0.5373749732971191,0.5373749732971191,0.5373749732971191,0.38690248131752014,0
1996-02-14,0.5373749732971191,0.5373749732971191,0.5373749732971191,0.5373749732971191,0.38690248131752014,0
1996-02-15,0.5373749732971191,0.5373749732971191,0.5373749732971191,0.5373749732971191,0.38690248131752014,0
1996-02-16,0.5625,0.5625,0.5625,0.5625,0.40499216318130493,119999
1996-02-19,0.5625,0.5625,0.5625,0.5625,0.40499216318130493,0
1996-02-20,0.5625,0.5625,0.5625,0.5625,0.40499216318130493,0
1996-02-21,0.5625,0.5625,0.5625,0.5625,0.40499216318130493,0
1996-02-22,0.5625,0.5625,0.5625,0.5625,0.40499216318130493,0
1996-02-23,0.5625,0.5625,0.5625,0.5625,0.40499216318130493,0
1996-02-26,0.5625,0.5625,0.5625,0.5625,0.40499216318130493,39999
1996-02-27,0.550000011920929,0.550000011920929,0.543749988079071,0.543749988079071,0.39149239659309387,79999
1996-02-28,0.5500620007514954,0.5625,0.5500620007514954,0.5625,0.40499216318130493,159999
1996-02-29,0.5625,0.5625,0.5625,0.5625,0.40499216318130493,0
